,"1 6,064,951
1 ,527,283","1 5,199,950
1 ,679,228","1 7,894,586
1 ,781,064","1 6,235,018
1 ,941,406","1 8,654,240
1 ,851,909","1 9,227,705
2 ,200,117","2 2,456,545
2 ,283,881","2 1,720,568
2 ,636,266"
,"1 4,537,668","1 3,520,722","1 6,113,522","1 4,293,612","1 6,802,331","1 7,027,588","2 0,172,664","1 9,084,302"
,"7 ,251,265","6 ,090,384","6 ,416,302","7 ,439,753","7 ,985,846","6 ,761,992","7 ,646,012","9 ,027,247"
,"7 ,286,403","7 ,430,338","9 ,697,220","6 ,853,859","8 ,816,485","1 0,265,596","1 2,526,652","1 0,057,055"
,"6 ,509,727","5 ,376,081","7 ,380,931","6 ,355,822","8 ,039,808","6 ,601,170","1 0,847,577","1 0,306,073"
,"7 76,676","2 ,054,257","2 ,316,289","4 98,037","7 76,677","3 ,664,426","1 ,679,075","( 249,018)"
,"7 60,059
6 ,971,542","6 32,814
7 ,688,747","8 99,575
8 ,084,712","1 ,816,391
8 ,337,252","9 83,175
7 ,695,999","7 80,620
8 ,007,598","1 ,092,812
8 ,795,768","1 ,964,693
9 ,170,779"
,"7 ,731,601","8 ,321,561","8 ,984,287","1 0,153,643","8 ,679,174","8 ,788,218","9 ,888,581","1 1,135,472"
,"8 7,908,981
1 6,642,503
-","1 06,425,736
1 2,660,294
-","1 14,314,921
5 2,795,995","1 23,917,187
7 2,007,408","8 9,708,638
1 6,916,595
-","1 08,989,120
1 2,804,686
-","1 18,579,893
5 3,167,058
-","1 31,435,094
7 2,140,142
-"
,"1 04,551,484","1 19,086,030","1 67,110,916","1 95,924,595","1 06,625,233","1 21,793,806","1 71,746,951","2 03,575,236"
"4CAPITAL STRENGTH
a)Core capital
b) Minimum Statutory Capital
c)Excess (a-b)
d) Supplementary Capital
e) Total Capital (a+d)
f)Total risk weighted assets
g) Core Capital/Total deposits Liabilities","39,455,356
1,000,000
3 8,455,356
1 0,832,401
5 0,287,757
2 38,940,498
17.9%","50,905,250
1,000,000
4 9,905,250
1 0,293,318
6 1,198,568
2 72,565,071
21.5%","51,590,372
1,000,000
5 0,590,372
1 0,289,227
6 1,879,599
2 86,801,171
20.9%","46,460,419
1,000,000
4 5,460,419
1 4,060,756
6 0,521,175
2 92,090,820
16.8%",,,,
h) Minimum statutory Ratio,10.5%,10.5%,10.5%,10.5%,,,,
"I) Excess
j) Core Capital / total risk weighted assets","7.4%
16.5%","11.0%
18.7%","10.4%
18.0%","6.3%
15.9%",,,,
k) Minimum Statutory Ratio,10.5%,10.5%,10.5%,10.5%,,,,
"l) Excess (j-k)
m) Total Capital/total risk weighted assets","6.0%
21.0%","8.2%
22.5%","7.5%
21.6%","5.4%
20.7%",,,,
n) Minimum statutory Ratio,14.5%,14.5%,14.5%,14.5%,,,,
"o) Excess (m-n)
5LIQUIDITY
a) Liquidity Ratio
b) Minimum Statutory Ratio
c) Excess (a-b)","6.5%
33.7%
20.0%
13.7%","8.0%
33.3%
20.0%
13.3%","7.1%
38.0%
20.0%
18.0%","6.2%
40.9%
20.0%
20.9%",,,,
"INTERIM DIVIDEND
The Directors do not recommend payment of interim dividend.
MESSAGE FROM THE DIRECTORS
These financial statements are extracts from the books of the institution. The complete set of quarterly financial
statements, statutory and qualitative disclosures can be accessed on the institutions website
Twhwewy. kmcabyb aanlskog rboeu pac.ccoemssed at the institutions head office located at Kencom House, Moi avenue
Ngeny Biwott- Chairman Joshua Oigara- Group Chief Executive",,,,,,,,
